,hotel,ratings,review,real_date
344,스위스 그랜드 호텔,5,너무 좋았어요ㅎㅎ 위치와 룸컨디션 만족해요,2021. 01. 01
345,스위스 그랜드 호텔,5,깨끗하고 친절함,2020. 12. 31
346,스위스 그랜드 호텔,2,뭐 난데없이 냉장고가 고장낫다고 다짜고짜 돈 물어 내라는식으로 얘기해서 기분 나빳음,2020. 12. 30
347,스위스 그랜드 호텔,5,아늑하고 좋앗습니다,2020. 12. 30
348,스위스 그랜드 호텔,5,석식 패키지 했는데 너무 별로였어요 다만 침대가 너무 좋아서 오버타임갖고 늦게 퇴실했네요 외국 사람들이 방문을 많이하시는데 코로나 시국에 마스크 착용안하고 다니는 모습이 너무 불안했어요,2020. 12. 28
349,스위스 그랜드 호텔,4,"러트로 감성의 옛스러운 느낌입니다
로비가 넓고 주차장도 넓어요",2020. 12. 28
350,스위스 그랜드 호텔,5,편하게 잘 쉬었어요,2020. 12. 27
351,스위스 그랜드 호텔,5,시설이랑 좋았는데 체크인할때 직원분이 좀 불친절하시네요. 호텔에맞지않는 응대였던것같습니다.,2020. 12. 27
352,스위스 그랜드 호텔,5,청결하고 좋았습니다. 재방문의사 있어요!,2020. 12. 26
353,스위스 그랜드 호텔,5,친절하시고 깨끗함,2020. 12. 26
354,스위스 그랜드 호텔,4,호텔조식이 형편없어요~코로나라 그런가?,2020. 12. 26
355,스위스 그랜드 호텔,4,넓고좋습니다.,2020. 12. 25
356,스위스 그랜드 호텔,5,편하게 잘 쉬다 갑니다!!,2020. 12. 25
357,스위스 그랜드 호텔,5,지하 조금위험할거같은데요..?,2020. 12. 25
358,스위스 그랜드 호텔,5,좋은듯요옴,2020. 12. 25
359,스위스 그랜드 호텔,5,깔끔하고 식사도 좋았습니다,2020. 12. 25
360,스위스 그랜드 호텔,5,깔끔하고 조용한 시설,2020. 12. 24
361,스위스 그랜드 호텔,5,침대가 푹신하고 좋았어요,2020. 12. 21
362,스위스 그랜드 호텔,5,"로비가 예뻐서 가보고 싶었던 호텔인데 역시나 너무예뻐요 ㅠㅠ
코로나 때문에 로비엔 오래 못있었는데 종식되면 또 방문하고 싶어요! 룸도 생각보다 넓고 쾌적해서 좋았어요
방음은 좀 안되는것 같더라고용! 그거빼면 주변도 조용하고 
전반적으로 만족스러웠어요 :)",2020. 12. 20
363,스위스 그랜드 호텔,5,편안하고 따뜻하게 하룻밤 잘묵었어요~,2020. 12. 20
364,스위스 그랜드 호텔,5,깔끔핮니다,2020. 12. 20
365,스위스 그랜드 호텔,5,잘쉬다갑니다,2020. 12. 16
366,스위스 그랜드 호텔,4,"수세미랑 퐁퐁 없어서 불편함 방네개중에 두개는 너무 추웠음 방에  있는 욕실에는 배수가 안됨 직원들은 엄청 친절함.
호텔이 오래되서 그런지 시설이 별로임.",2020. 12. 14
367,스위스 그랜드 호텔,5,"방이 진짜 넓어요.
연식이 조금 된 호텔이라 가구나 시설이 많이 낡긴 했는데 그래도 깔끔하게 관리되어 있는 편이었어요.
식기나 조리도구도 다 갖춰져있어 간단히 음식해먹기 좋았어요.
호텔 내 편의점도 있어서 필요한 물품들 구매하기도 편했습니다.
12일 밤에 A동 데스크 보시던 남자직원분 너무 친절하셔서 기분이 좋았어요!더보기",2020. 12. 13
368,스위스 그랜드 호텔,5,편안하게 잘 놀다갑니다,2020. 12. 13
369,스위스 그랜드 호텔,5,깨끗하고 좋아요,2020. 12. 13
370,스위스 그랜드 호텔,4,"컨시어지에 안경 끼신 남자 분 좀 불친절하셔서 당황했구요
그것 말고는 다 괜찮았어요 직원 분들 매우 친절하셨습니다
좋아하는 호텔이예요 추천합니다",2020. 12. 07
371,스위스 그랜드 호텔,4,생각보다 넓고 깨끗. 다만 그릇을 쓰고 퐁퐁이나 다른세제가 없어서 처리하는데 힘들었음. 숙소는 훌륭했음,2020. 12. 07
372,스위스 그랜드 호텔,5,ㄴㅁ ㅈㅇㅇ,2020. 12. 07
373,스위스 그랜드 호텔,5,"자연광이 들어오는 수영장이 특히 마음에 들어요 
룸은 저택같은 느낌이예요
직원들 친절하시고 재방문의사 있어요",2020. 12. 06
374,스위스 그랜드 호텔,5,역쉬 5성급 호텔 이네요,2020. 12. 06
375,스위스 그랜드 호텔,4,호텔은 깔끔하고 좋은데 수세미랑 퐁퐁이 없어서 불편했음.,2020. 12. 05
376,스위스 그랜드 호텔,5,깨끗한 좋아요,2020. 12. 04
377,스위스 그랜드 호텔,5,깨끗한 좋아요,2020. 12. 04
378,스위스 그랜드 호텔,5,올드한 분위기지만 호텔의 서비스는 그대로,2020. 12. 04
379,스위스 그랜드 호텔,5,"수영장이 좋은 편이고, 패키지에 포함된 소소한 혜택들도 잘 즐겼습니다. 호텔 근처 천변을 따라 산책하는 코스도 추천할만 하네요",2020. 11. 29
380,스위스 그랜드 호텔,5,깨끗하고 리모델링후 편안한 분이기가 좋습니다 다만 천장에 나오는 온열바람이 매우 건조하여 가습이 절실합니다 답답해서 끄면 너무 춥습니다 실내 환기가 잘 안되는점 빼면 가성비 우수합니다,2020. 11. 29
381,스위스 그랜드 호텔,5,잘쉬옸다갑니다,2020. 11. 29
382,스위스 그랜드 호텔,5,깨끗한데 리셉션에 체크인해주는 남자직원 서비스 최악,2020. 11. 29
383,스위스 그랜드 호텔,5,"집 리모델링때문에 간 건데 늦은 체크아웃 덕분에 길에서  뭘해야할지 고민을 덜었습니다.
시설 깨끗하고 직원분들도 넘 친절하셨어요",2020. 11. 27
384,스위스 그랜드 호텔,5,편하게 잘 쉬었습니다.,2020. 11. 27
385,스위스 그랜드 호텔,4,홍대에서 택시타고 거리도 금방이구 생각보다 로비나 객실이 이뻤구요 깔끔하고 좋았습니다 다음에 또 이용할게요~~!,2020. 11. 27
386,스위스 그랜드 호텔,5,좋았습니다,2020. 11. 25
387,스위스 그랜드 호텔,5,최고였어요!,2020. 11. 22
388,스위스 그랜드 호텔,5,너무 잘놀다가요 특히 카운터 여직원분이 체크인 도와주셨는데 너무 친절하고 덩달아 저도 기분이 좋아지더라구요 너무감사합니다~,2020. 11. 21
389,스위스 그랜드 호텔,5,굿이염ㅎㅎㅎ,2020. 11. 17
390,스위스 그랜드 호텔,4,무난 합니다,2020. 11. 17
391,스위스 그랜드 호텔,4,무난 합니다,2020. 11. 17
392,스위스 그랜드 호텔,5,룸도 업그레이드 해주시고 파운드케익도 너무 맛잇고 모든게 완벽햇어요!,2020. 11. 15
393,스위스 그랜드 호텔,5,"눈뜨면 보이는 단풍들.
알록달록 색상들로 어우러져서 
방안에서 나가지 않고도 쭉 눈이 즐거웠습니다.
맘에 안드는 것 하나없이 잘 쉬다 왔네요.
서울에서 이런 느낌 주는 호텔은 처음이였어요 +_+더보기",2020. 11. 15
394,스위스 그랜드 호텔,5,"클래식한 느낌의 호텔.
고즈넉하니 좋았고 서울인데 멀리 여행온 느낌이였다.
방안에서 보이는 뷰는 그냥 절경이고 
호텔측에서 방 업그레이드도 해주셔서 덕분에 
가족들과 즐거운 시간을 보냈다. 
내년 단풍여행은 올해보다 2주정도 빠르게
다시 이 호텔로 올거다.더보기",2020. 11. 15
395,스위스 그랜드 호텔,5,기대이상으로 좋았습미다,2020. 11. 15
396,스위스 그랜드 호텔,5,"넓은 실내가 편안함을 줍니다
지하철까지는 좀 걸어야하지만 가을 느낌이라 좋습니다",2020. 11. 15
397,스위스 그랜드 호텔,4,깔끔했어요,2020. 11. 13
398,스위스 그랜드 호텔,5,시설은 오래됐으나 고급스러움은 남이있다,2020. 11. 10
399,스위스 그랜드 호텔,5,깨끗하고 클래식했습니다 침대도 푹신하고 좋았습니다,2020. 11. 04
400,스위스 그랜드 호텔,5,깨끗하고 친절함,2020. 11. 02
401,스위스 그랜드 호텔,5,기대했던 것보다 훨씬 좋았습니다. 로비 인테리어 등은 옛날 느낌이 좀 났지만 다 비슷비슷한 서울시내 다른 오성급 호텔들과는 다른점이 오히려 멀리 여행온 것 같아 좋았습니다. 방은 리모델링해서 깔끔하고 객실이 엄청 넓어서 좋았습니다. 다음엔 2박으로 다시 가 볼 생각입니다.,2020. 10. 25
402,스위스 그랜드 호텔,3,날을 잘못 선택했던건지 조식 때도 해피아워를 이용 할 때도 서비스가 만족스럽지는 못했습니다.,2020. 10. 20
403,스위스 그랜드 호텔,5,잘 쉬다가 갑니다 감사해요.,2020. 10. 19
404,스위스 그랜드 호텔,4,"조식/중식/석식은 절대 제값주고 먹지마세요... 가격에 한번 놀라고 메뉴 구성에 놀라고...
택시타고 연신내 쿠우쿠우가는게 훨씬 싸고맛있을 정도입니다.
수영장 있는건 나름 괜찮았는데,

뷔페 가격표는 인터넷에 있으니 참고하라던 저녁타임 캐셔 직원분은 지배인님 친인척이신가봐요.
만사가 귀찮아 보이시던데, 안그래요?더보기",2020. 10. 18
405,스위스 그랜드 호텔,5,"야놀자 특가로가서 싸게갔고, 환기가 되는 창문에 내부직원들도 친절하셨습니다.",2020. 10. 18
406,스위스 그랜드 호텔,5,"수영장도 깔끔하고 좋았어요
클래식한 느낌의 가성비 좋은 호텔입니다",2020. 10. 17
407,스위스 그랜드 호텔,5,깔끔하고 좋아요,2020. 10. 12
408,스위스 그랜드 호텔,5,깔끔하고 좋았음,2020. 10. 12
409,스위스 그랜드 호텔,5,패키치 너무좋습니다. 조용하니 좋아요,2020. 10. 12
410,스위스 그랜드 호텔,4,만족스럽습니다,2020. 10. 11
411,스위스 그랜드 호텔,5,잘 쉬고 갑니다.,2020. 10. 10
412,스위스 그랜드 호텔,5,호캉스하기 좋아요,2020. 10. 09
413,스위스 그랜드 호텔,5,가성비좋고 괜찮았습니다,2020. 10. 08
414,스위스 그랜드 호텔,5,"접근선 좋고 주차공간 완벽합니다.
코로나 대비 입구 측정, 편의점 시설
넓은 침대와 깔끔한 객실, 전염병 관련 뷔페식 조식은 아니었어도 직접 서빙해주셔서 맛있게 잘 먹었네요.
덕분에 서울 호캉스 알차게했습니다",2020. 10. 05
415,스위스 그랜드 호텔,5,너무좋아요,2020. 10. 04
416,스위스 그랜드 호텔,5,여자친구 생일날 좋은 추억 만들고 갑니다 감사합니다!,2020. 10. 03
417,스위스 그랜드 호텔,5,여자친구 너무 좋아해요 모든게 만족 스럽습니다. 또 올게요,2020. 10. 03
418,스위스 그랜드 호텔,3,4성급인듯...,2020. 10. 03
419,스위스 그랜드 호텔,4,"조용히 편안하게 잘쉬고갑니다!
서울외곽이라 조용함",2020. 10. 03
420,스위스 그랜드 호텔,5,좋아요ㅎㅎ,2020. 10. 02
421,스위스 그랜드 호텔,5,정말 아파트 형태고 넓고 좋았어요,2020. 10. 02
422,스위스 그랜드 호텔,4,편의점이나 식당 등 편의 시설이 메인 건물에 따로 있어서 간단하게 이용하는데 걸어가야해서 불편했어요. 하지만 실내 깔끔하고 넓고 뷰랑 다 좋았어요. 미국식 호텔이 생각나는 느낌이었어요. 잘 머물고 갑니다!!,2020. 10. 01
423,스위스 그랜드 호텔,5,최고입니다,2020. 09. 30
424,스위스 그랜드 호텔,5,저의 최애호텔. 호텔 안에서 초록이 보여서 서울 같지 않아요. 쉬고 싶을 때 꼭 찾게 됩니다,2020. 09. 30
425,스위스 그랜드 호텔,5,"깔끔하고 깨끗하게 관리되어 있습니다.
지하주차장만 조금 오래된 느낌입니다.",2020. 09. 29
426,스위스 그랜드 호텔,5,만족했어요,2020. 09. 28
427,스위스 그랜드 호텔,5,물이 잘안나와요...수압도 약하고 차가웠다 뜨거웠다..,2020. 09. 16
428,스위스 그랜드 호텔,4,좋았어요👍🏻,2020. 09. 13
429,스위스 그랜드 호텔,4,깨끗하게 잘 지냈음,2020. 09. 08
430,스위스 그랜드 호텔,5,룸서비스도 시키고 잘쉬다갔어요,2020. 09. 08
431,스위스 그랜드 호텔,5,침대가 넓고 편해요,2020. 09. 04
432,스위스 그랜드 호텔,5,진짜 깔끔하고 좋습니다!!! 힐링 제대로 하고갔어요~~,2020. 09. 03
433,스위스 그랜드 호텔,5,좋았어요 ㅎㅎ,2020. 08. 28
434,스위스 그랜드 호텔,5,서울 호캉스로 좋아요~ 차끌고 갔었는데 주말이라 그런지 지하주차장에 주차공간이 널널해보이진 않았어요,2020. 08. 25
435,스위스 그랜드 호텔,4,"오래된 친구들과 
옛날로 돌아가 추억을 얘기하기 좋은 곳",2020. 08. 24
436,스위스 그랜드 호텔,3,재밌렀어요!!,2020. 08. 21
437,스위스 그랜드 호텔,5,친절하고 깨끗,2020. 08. 21
438,스위스 그랜드 호텔,5,깨끗하고 넓음,2020. 08. 20
439,스위스 그랜드 호텔,5,최고였어요 연박까지 하고,2020. 08. 19
440,스위스 그랜드 호텔,5,방도 크고 객실 청결 상태도 좋고 수영장이 정말 수영만 하러 가는곳이라 마음에 들었어요,2020. 08. 18
441,스위스 그랜드 호텔,5,넓어서좋아요,2020. 08. 18
442,스위스 그랜드 호텔,5,"처음에 들어간 방 에어컨에서 물이 새서 조금 당혹스러웠지만 친절한 사과와 방 업그레이드 해주셔서 기분좋은 숙박이었습니다.
다만 커튼 치고 걷을때 먼지가 조금 아쉬웠습니다",2020. 08. 17
443,스위스 그랜드 호텔,5,화장실 커튼에서 쉰내가 난거 외에는 전반적으로 만족했습니다.,2020. 08. 17
444,스위스 그랜드 호텔,4,좋긴한데 좋은모텔인거같음,2020. 08. 17
445,스위스 그랜드 호텔,5,수영장 최고에요,2020. 08. 15
446,스위스 그랜드 호텔,5,너무조아요,2020. 08. 15
447,스위스 그랜드 호텔,5,직원들도 친정하시도,2020. 08. 15
448,스위스 그랜드 호텔,5,최고의 시설 최고의 품격,2020. 08. 15
449,스위스 그랜드 호텔,5,말해뭐해~~ 아주아주 좋아용ㅋ,2020. 08. 14
450,스위스 그랜드 호텔,5,시설 청결하고 좋아요,2020. 08. 14
451,스위스 그랜드 호텔,5,"친절하고 쾌적합니다.
무료 방 업그레이드도 감사합니다.
재방문 의사있음.
^^",2020. 08. 11
452,스위스 그랜드 호텔,5,방이 넓고 깔끔하고 좋아요!!,2020. 08. 10
453,스위스 그랜드 호텔,5,코로나때문에 불안했지만 직원분들의 노력덕분에 편히 쉴 수 있었습니다. 감사합니다.,2020. 08. 09
454,스위스 그랜드 호텔,5,객실도 청결하고 친절해요,2020. 08. 08
455,스위스 그랜드 호텔,5,"이연박 했는데 아주 아주 잘 쉬다 왔어요. 
룸상태도 좋고 마운틴뷰도 좋고 사람도 적어서
쾌적했답니다.",2020. 08. 07
456,스위스 그랜드 호텔,4,"레지던스에 머물렀는데, 좋게 말하면 앤티크이지만
이 가격에 더 나은 호텔을 가는 것이 나을 것 같습니다
리모델링이 시급해 보입니다. 수영장은 좋았습니다.
아이들이 놀 수 있는 유아풀이 있어 좋지만
시설이 오래돼 보여 그리 만족도가 높지 않았습니다.
위치도 차량이 있어야 편합니다.더보기",2020. 08. 06
457,스위스 그랜드 호텔,5,아주조아요,2020. 08. 05
458,스위스 그랜드 호텔,5,완벽한 코로나 대응 시스템 / 빠른 고객응대 최고!,2020. 08. 05
459,스위스 그랜드 호텔,5,넘 좋았어용 구웃구웃,2020. 08. 03
460,스위스 그랜드 호텔,5,"언덕 위에 있어 차가 없었으면 조금은 번거로웠을 듯.
하지만 친절한 직원, 빠른 엘리베이터, 적당한 뷔페 등은 충분히 만족스러웠고, 수영장도 들어가보진않았지만 꽤나크고 좋아보였다.한번 더 방문할만한 곳이다.",2020. 08. 03
461,스위스 그랜드 호텔,5,수영장 좋아요,2020. 08. 02
462,스위스 그랜드 호텔,5,너무 좋아용,2020. 08. 01
463,스위스 그랜드 호텔,5,서비스 최강입니다,2020. 08. 01
464,스위스 그랜드 호텔,5,"위치성도 편리하고 직원들도 친절하셔서 좋았습니다.
근데 일반 모텔에서도 챙겨주는 칫솔이나 치약도 없었고 전자레인지마저 없어 5성급호텔이 맞나하는 의구심도 많이 들었네요.",2020. 07. 31
465,스위스 그랜드 호텔,5,룸컨디션이 생각보다 너무 좋아서 재방문 의사있습니다🙂,2020. 07. 31
466,스위스 그랜드 호텔,5,"수영장은 수영모를 써야해서 못들어 갔구요ㅠ
디너는 진짜 최고였습니다. 디너로 모든 설명 다 끝남 진짜 디너가 짱이었슴다",2020. 07. 28
467,스위스 그랜드 호텔,5,깨끗하고 좋았어요,2020. 07. 28
468,스위스 그랜드 호텔,5,여기 정말 침구가   편해요. 힐튼 일때도 가성비 좋았어요,2020. 07. 26
469,스위스 그랜드 호텔,5,부모님을 모시거나 은혜를 답하고자 하는 분들께 강추합니다!,2020. 07. 25
470,스위스 그랜드 호텔,5,가슴으로 고객을 맞이할 줄 아는곳....,2020. 07. 25
471,스위스 그랜드 호텔,3,"체크인할때 직원 너무 불친절했음
굉장히 사람 무시하는것같은 태도. 기분 나빳음
룸컨디션은 대체적으로 좋았지만
재방문의사 매우없음.",2020. 07. 25
472,스위스 그랜드 호텔,5,5성호텔 답습니다,2020. 07. 22
473,스위스 그랜드 호텔,4,좀오래되어 보여서그렇지 룸 컨디션은 좋아요,2020. 07. 21
474,스위스 그랜드 호텔,5,완전조아요,2020. 07. 21
475,스위스 그랜드 호텔,5,깨끗하게 잘 머뭄,2020. 07. 20
476,스위스 그랜드 호텔,4,힐튼일때 갔다가 스위스로 바뀌고 가봤는데 똑같아요 바뀐건 이름뿐이고요 역시나 침대는 쉐라톤 메이필드보다도 제일 좋습니다 수영장 줄눈공사좀 해주세요 매번 재밌게 잘 노는데 타일사이 줄눈이 노후되서 사진이 안이쁘게 나와요ㅠ수영장 5살 50%할인받아서 22000원냈고요 디너는 좀 아쉬웠어요 맛있었는데 가짓수가 너무 없더라구요 5살 25000원내긴 너무 아까웠어요 우동이랑 맨밥고기조금먹었는데ㅠ무튼 엄청 크고 룸컨디션도 좋았어요 침대가 자꾸 생각나네요 수고하세요더보기,2020. 07. 20
477,스위스 그랜드 호텔,5,친절하고 카페빙수도 굿,2020. 07. 19
478,스위스 그랜드 호텔,5,매우 만족합니다,2020. 07. 19
479,스위스 그랜드 호텔,4,좋아요오오오,2020. 07. 19
480,스위스 그랜드 호텔,5,수영장도 좋았고 룸컨디션도 너무 좋았습니다,2020. 07. 17
481,스위스 그랜드 호텔,5,"그냥  한마디로 좋습니다
호텔 깨끗하구요
수영장 좋구요
진짜  추천합니다",2020. 07. 17
482,스위스 그랜드 호텔,5,항상 잘 이용해요~~^^,2020. 07. 16
483,스위스 그랜드 호텔,5,직원분들도 친절하시고 조용하고 깨끗해서 제대로 쉬다가 갑니다~ ^^,2020. 07. 15
484,스위스 그랜드 호텔,5,조용하고 좋습니다 ㅎㅎㅎ,2020. 07. 15
485,스위스 그랜드 호텔,5,오래됐지만 잘 관리된 느낌이예요. 종종 이용 할 예정입니다.,2020. 07. 13
486,스위스 그랜드 호텔,5,"넓은 방이 일단 좋아요~
가운은 달라고 해야 주네요",2020. 07. 13
487,스위스 그랜드 호텔,5,조아씁니다,2020. 07. 13
488,스위스 그랜드 호텔,5,"룸도 크고 직원분들도 친절하고 좋았습니다!
가운이랑 칫솔은 문의하시면 주시네요~
다음에 또 이용하고 싶어요!!",2020. 07. 12
489,스위스 그랜드 호텔,5,TV빼고 다 만족했습니다^^..,2020. 07. 12
490,스위스 그랜드 호텔,5,룸도 넓고 수영장도 크고 맘이 듭니다. 전체적으로 올드한 느낌은 있지만 룸 컨디션은 좋습니다,2020. 07. 12
491,스위스 그랜드 호텔,4,"편하게 잘 지내고 갑니다.
자가용으로  가야 합니다",2020. 07. 12
492,스위스 그랜드 호텔,5,처음왓는데좋네요,2020. 07. 11
493,스위스 그랜드 호텔,5,좋았습니다,2020. 07. 11
494,스위스 그랜드 호텔,5,좋았습키다,2020. 07. 11
495,스위스 그랜드 호텔,5,올드한 느낌은 있지만 전체적으로 깔끔하고 좋았습니다,2020. 07. 10
496,스위스 그랜드 호텔,5,최고의 최고에 대한 최고를 위한 초이스!,2020. 07. 09
497,스위스 그랜드 호텔,5,"오래된 호텔 감안 한다면
편하고 가성비 갑입니다.",2020. 07. 09
498,스위스 그랜드 호텔,5,"1층에 편의점 있음
모든 직원이 완전 친절함
룸 컨디션 좋음",2020. 07. 09
499,스위스 그랜드 호텔,5,발열검사도 철저하고 객실도 깔끔해서 편하게 쉬다왔네요,2020. 07. 08
500,스위스 그랜드 호텔,5,"룸컨디션도 후기들이 좋아서 기대를 하고 갔는데도 기대이상으로 좋았고, 산전망이라 휴식하는 느낌이 제대로였습니다. 직원분들도 모두 친절하셨고 입구에서 열화상카메라로 체온 체크하시고 체크인 할 때, 설문조사?꼼꼼히 하셔서 코로나에 대한 걱정도 조금 덜었습니다. 로비부터 룸까지 모두 쾌적하고 근사했어요. 수영장도 깨끗하고 좋았습니다! 주말에 멀리가지 않고 가까이서 호캉스 제대로 했어요🥰",2020. 07. 08
501,스위스 그랜드 호텔,5,조아써염 아내랑,2020. 07. 07
502,스위스 그랜드 호텔,5,아우 조아~,2020. 07. 06
503,스위스 그랜드 호텔,5,너무너무좋아요,2020. 07. 06
504,스위스 그랜드 호텔,4,오르막길인것만 빼면 다 좋았습니다,2020. 07. 05
505,스위스 그랜드 호텔,4,모든것이 만족스러웠던곳...객실에 와이파이가 유료라서  좀 불편했지만 다음에도 이용하고 싶었던 곳입니다.,2020. 07. 05
506,스위스 그랜드 호텔,5,분위기하며정말다좋앗어요,2020. 07. 05
507,스위스 그랜드 호텔,5,직원분들도 친절하시고 조용하고 룸도 깨끗했습니다~ ^^,2020. 07. 05
508,스위스 그랜드 호텔,5,직원분들도 친절하시고 룸도 깨끗합니다~ ^^,2020. 07. 05
509,스위스 그랜드 호텔,5,침구류 너무 편하고 아주 편하게 푹 쉬다 왔어요,2020. 07. 04
510,스위스 그랜드 호텔,5,서비스좋아요,2020. 07. 04
511,스위스 그랜드 호텔,5,정말 좋았습니다.,2020. 07. 04
512,스위스 그랜드 호텔,5,매우만족합니다,2020. 06. 28
513,스위스 그랜드 호텔,5,근처에 살아서 교통도 편리도 좋았고 시설도 괜찮았어요. 도시 느낌 좋아하시면 비추지만 한적한 호캉스 원하시면 추천해요.,2020. 06. 28
514,스위스 그랜드 호텔,5,수영장이나 조식 이용 안 할 거면 별루 일수도 있어요...,2020. 06. 28
515,스위스 그랜드 호텔,4,침대가 아주 편해요,2020. 06. 27
516,스위스 그랜드 호텔,5,"깨끗하고 편하게 잘 쉬었습니다
분위기도 좋고 룸컨디션도 굿굿",2020. 06. 25
517,스위스 그랜드 호텔,4,차가 없으면 불편해요,2020. 06. 23
518,스위스 그랜드 호텔,5,조용하고 안락해서 좋음,2020. 06. 23
519,스위스 그랜드 호텔,5,좋아요ㅅㄴㅎ,2020. 06. 22
520,스위스 그랜드 호텔,5,객실이 넓어서 좋아는데 가운이 없는게 좀 아쉬웠어요~^^,2020. 06. 21
521,스위스 그랜드 호텔,4,"객실도 넓고 호텔안에서 모두 해결이 가능해서 좋았어요~ 
현재 조식은 뷔페식이 아닌 자리로 가져다주시더라구요~ 참고하시면 좋을 것 같아요",2020. 06. 21
522,스위스 그랜드 호텔,5,"좋네요ㅎ
일박 연장신청 햇어요",2020. 06. 20
523,스위스 그랜드 호텔,5,깨끗하게 잘 머믬,2020. 06. 20
524,스위스 그랜드 호텔,5,깨긋하고 조식도 맛있엉료,2020. 06. 16
525,스위스 그랜드 호텔,5,이번 역시 여자직원분들 친절하셨습니다,2020. 06. 16
526,스위스 그랜드 호텔,5,언제나 좋아요,2020. 06. 14
527,스위스 그랜드 호텔,5,5성급에 맞는 곳입니다,2020. 06. 08
528,스위스 그랜드 호텔,5,직원분들 너무 친절하셨어요 특히 여성직원분들 최고셨습니다 감사합니다,2020. 06. 06
529,스위스 그랜드 호텔,5,너무 친절하고 깨끗하고 좋아서 자주 가요.,2020. 06. 05
530,스위스 그랜드 호텔,5,"너무 만족합니다.
산책로도 좋고",2020. 06. 04
531,스위스 그랜드 호텔,5,"청결, 친절, 레이크채크아웃~ 탱큐",2020. 06. 01
532,스위스 그랜드 호텔,4,시설좋아요ㅎㅎ부대시설이없고 뷔페가 별로인게 아쉽습니다..,2020. 05. 30
533,스위스 그랜드 호텔,5,직원분들도 친절하고 좋아용,2020. 05. 29
534,스위스 그랜드 호텔,5,서울 외각에 있어서 좋았어요 조용하고요,2020. 05. 24
535,스위스 그랜드 호텔,4,감사합니다~^^,2020. 05. 21
536,스위스 그랜드 호텔,5,"앤틱하고 분위기 있어 좋았습니다
다들 친절하시구요!",2020. 05. 18
537,스위스 그랜드 호텔,5,크기도 크고 깔끔해서 좋았아요,2020. 05. 17
538,스위스 그랜드 호텔,5,잘쉬다  왔어요 .,2020. 05. 17
539,스위스 그랜드 호텔,4,"어제  오늘 오전 직원분들   너무 친절하셔서  만족합니다.  
근데  침대 헤드쪽  먼지가  좀  ..조금만  더  신경써주세요",2020. 05. 16
540,스위스 그랜드 호텔,3,좀  안좋은  일이  있었는데   보고만  하겠다고  하고는  별다른  조치나  사과는  못받았네요.  그래도  제일  가까운곳이라  계속  가고 있네요.,2020. 05. 15
541,스위스 그랜드 호텔,4,깔끔하고 프런트 친절합니다.,2020. 05. 14
542,스위스 그랜드 호텔,5,쭈욱~~~~~♡,2020. 05. 14
543,스위스 그랜드 호텔,5,좋~~~~~습니다요^^,2020. 05. 14
544,스위스 그랜드 호텔,5,gooooooood,2020. 05. 14
545,스위스 그랜드 호텔,4,편안하고 좋은숙소입니다~,2020. 05. 14
546,스위스 그랜드 호텔,4,좋았습니다,2020. 05. 13
547,스위스 그랜드 호텔,4,정말 청결해서 또 간건데 이번엔 침대 머리맡에 먼지가 수북하더라고요;; 그래서 별로였네요 저번엔 욕조도 없고 깨끗했는데이번엔 누리끼리 욕조있는 먼지쌓인 방,2020. 05. 13
548,스위스 그랜드 호텔,3,"객실청결도가 너무좋았어요 침대도 포근하구요 ~
조식뷔페랑 저녁뷔페 코로나때문에 운영못하는건아쉬웟구요,, 수영장은 그냥 좀 심심했어요 ~",2020. 05. 13
549,스위스 그랜드 호텔,5,평 안좋아서 걱정했는데 깔끔해서 좋았어요,2020. 05. 13
550,스위스 그랜드 호텔,4,잘쉬다갑니다,2020. 05. 11
551,스위스 그랜드 호텔,5,제가 지냈던 숙소 중에 제일 좋아요!! 그리고 서비스가 너무 좋아요!!! 담에는 친구말고 여자친구랑 오고싶어요~,2020. 05. 11
552,스위스 그랜드 호텔,4,직원분들모두친절하시고 수영장도 넓고 좋았습니다.,2020. 05. 11
553,스위스 그랜드 호텔,5,"가성비 최고
침구류 최고",2020. 05. 10
554,스위스 그랜드 호텔,5,다 만족했습니다~~~~~~~~,2020. 05. 10
555,스위스 그랜드 호텔,5,"뷰도 너무 이쁘고, 룸도 업그레이드 해줘서 너무 편안하게 놀고 자고 갔습니당~위치가 애매!? 했지만 숙소가 깨끗하거 좋았습니다. 조식이 조콤 메뉴가 없어 아쉽긴 했지만 그래도 모든 면에서 완벽했습니다",2020. 05. 10
556,스위스 그랜드 호텔,4,go~~~~~~od입니다요^___^♡,2020. 05. 10
557,스위스 그랜드 호텔,4,가깝고  깨끗해서   가는데   직원  교육은  꼭  다시  하시길..,2020. 05. 09
558,스위스 그랜드 호텔,5,깔끔하고 좋읍니다!!,2020. 05. 09
559,스위스 그랜드 호텔,5,클래식한 호텔이 참 이뻤습니다 만족,2020. 05. 09
560,스위스 그랜드 호텔,5,즐거운시간이었습니다,2020. 05. 09
561,스위스 그랜드 호텔,5,즐거운시간이었습니다,2020. 05. 09
562,스위스 그랜드 호텔,4,편안한시간이었습니다,2020. 05. 09
