,hotel,ratings,review,real_date,length
658,스위스 그랜드 호텔,5,정말 좋네요수압이 조금 약해요,2020. 03. 06,16
659,스위스 그랜드 호텔,4,계속 자주 갈것같아서 조음 룸 업그레이드도 감사해ㅕ여 담주에 또갈듯,2020. 03. 04,37
660,스위스 그랜드 호텔,5,도심 속의 휴식,2020. 03. 04,8
661,스위스 그랜드 호텔,5,직원들이 좋다고 하네요,2020. 03. 02,12
662,스위스 그랜드 호텔,5,직원들이 좋았다고 하네요,2020. 03. 02,13
663,스위스 그랜드 호텔,5,많이 노후됐지만 시설은 깔끔하고 침대 편안함,2020. 03. 02,24
664,스위스 그랜드 호텔,5,최고였습니다,2020. 03. 02,6
665,스위스 그랜드 호텔,5,전체적으로 깔끔,2020. 03. 02,8
666,스위스 그랜드 호텔,5,깔끔하고 친절하고 정말 좋았어요 단 한가지 불편했던 점은 빗이나 면도기 등의 비품이 비치 되어있지 않아 좀 불편했습니다,2020. 03. 02,66
667,스위스 그랜드 호텔,4,"*Good-올드함이 아닌 클래식함.-그래도 힐튼이었던 곳.-침구및 큰 객실의 안정감.기타,직원들이 조금 더 미소로 다가와 주었으면 합니다.더보기",2020. 03. 01,80
668,스위스 그랜드 호텔,4,홍제역에서는 좀 걸어가야하는 곳에 있어용! 언덕도 좀 올라가야하지만 침대가 정말 크고 넓고 푹신해서 편했어요!! 수압이 약해서 좀 불편했지만 ㅠ 전체적으로 괜찮았습니다!,2020. 03. 01,94
669,스위스 그랜드 호텔,4,기대없이 갔는데 리모델링으로 나름 현대적인 인테리어 화장실 방 모두 아주 넓고 로비도 넓고 침대도 넓고 깔끔하며 아주 편했다. 가격대비 흠잡을곳없었다.,2020. 02. 27,84
670,스위스 그랜드 호텔,2,수압이 엄청 약하고..욕조 청결상태가 엉망입니다,2020. 02. 25,26
671,스위스 그랜드 호텔,5,깔끔 해요,2020. 02. 25,5
672,스위스 그랜드 호텔,5,물 수압이 약한거 빠고는 룸서비스 맛도 좋고,2020. 02. 24,24
673,스위스 그랜드 호텔,5,물 수압이 약해요,2020. 02. 24,9
674,스위스 그랜드 호텔,5,좋았어요.,2020. 02. 24,5
675,스위스 그랜드 호텔,5,교통 빼고 좋았어요,2020. 02. 24,10
676,스위스 그랜드 호텔,5,위치는 비교적 떨어져있으나 내부는 깨끗하고 잘 관리되어있어 푹 쉬다갔습니다,2020. 02. 22,41
677,스위스 그랜드 호텔,4,침대에서 해바라기씨가나와서 코로나 때문에 약간 찝찝했어요.. 다른건 좋아요.,2020. 02. 18,42
678,스위스 그랜드 호텔,5,2월 15일 토요일에 귀빈층 이용했는데 응대해주신 분이 너무 친절하셨습니다. 명찰을 보려고 했는데 라운지가 어두워서 제대로 못 봤네요. 성함을 여쭤볼걸 그랬네요. 라운지에 늦은 시간에 도착해서 음식이 별로 남지 않았었는데 따로 챙겨주셔서 너무 감사했습니다~~,2020. 02. 17,144
679,스위스 그랜드 호텔,5,깔끔하고 좋아요,2020. 02. 16,8
680,스위스 그랜드 호텔,5,코로나땜에 걱정되긴하지만 좋아요.,2020. 02. 16,18
681,스위스 그랜드 호텔,5,럭셔리하고 깔끔하고 좋았습니다. 교통이 불편하고 칫솔이나 와이파이가 유료인 것은 조금 아쉬웠습니다.,2020. 02. 16,55
682,스위스 그랜드 호텔,5,위치는 조금 불편했지만 셔틀이 있어서 괜찮았어요너무좋았습니다,2020. 02. 15,33
683,스위스 그랜드 호텔,5,침대 최고,2020. 02. 15,5
684,스위스 그랜드 호텔,5,편안하게 푹쉬고 갑니다..가성비 갑이었습니다~~^^,2020. 02. 15,28
685,스위스 그랜드 호텔,5,잘 이용하였습니다!,2020. 02. 14,10
686,스위스 그랜드 호텔,5,좋았어요!!,2020. 02. 14,6
687,스위스 그랜드 호텔,4,"객실 안도 깔끔하고 사이드테이블, 책상 등 필요한게 다 있어서 좋았습니다",2020. 02. 13,40
688,스위스 그랜드 호텔,4,첨 가서 넘 헤매긴했지만 좋았어요 ㅎㅎ,2020. 02. 13,21
689,스위스 그랜드 호텔,3,위치가 너무 멀어요 그냥 호텔밖에 없어요 지하철역에서도 멀구요 음식은 배달해 먹었네요 힐튼이었을땐 그 돈내고 여기 숙박하긴 너무 아까웠을거 같아요 룸 상태는 오래되긴 했지만 깨끗하기도 했어요 데스크 직원은 사람이 말하는데 아이컨택을 하나도 안하고 지나가는 사람이 길물어봐서 대답해주는거처럼 응대해서 너무 별로 였어요 거기다 배정받은 방 뷰 또한 너무 구렸구요 로비 옥상(?)같은게 떡하니 있고 앞엔 컨퍼런스 건물이고 커텐을 치질 못했어요 지나가는 사람 다 보여서... 그냥 귀찮아서 방 바꿔달라곤 안했는데 나중엔 샤워기 고정도 안되서 너무 짜증 났네요 이 가격이면 서초스테이나 글레드를 가겠어요 최악더보기,2020. 02. 12,338
690,스위스 그랜드 호텔,4,난방 조절이 잘안되었던거 외에는 괜찮았음,2020. 02. 12,22
691,스위스 그랜드 호텔,5,더할나위없었습니다,2020. 02. 10,9
692,스위스 그랜드 호텔,5,전반적으로 고급스럽고 하룻밤 정말 잘 자기 좋아요,2020. 02. 10,27
693,스위스 그랜드 호텔,3,5성급이라니엔 너무 낡았다,2020. 02. 10,14
694,스위스 그랜드 호텔,5,최고입니다.,2020. 02. 08,6
695,스위스 그랜드 호텔,5,청결.친절해요 다만 비품이 없어서아쉬워요,2020. 02. 07,22
696,스위스 그랜드 호텔,5,너무 깔끔 친절 조식 다 좋았어요!!!,2020. 02. 03,21
697,스위스 그랜드 호텔,5,좋았어요 그치만 편의시설이 멀어요,2020. 02. 02,18
698,스위스 그랜드 호텔,5,좋아요!!!!!!!,2020. 02. 01,10
699,스위스 그랜드 호텔,5,제가 숙박하면서 지인도 같이 이용했습니다. 다른 싸이트보다 훨씬 할인되어있어서 좋았고 룸컨디션 전체적으로 훌륭합니다. 조식이 별로라는 평이 있어서 조식은 이용하지않았습니다만 다음엔 조식이용해보고싶네요.,2020. 02. 01,112
700,스위스 그랜드 호텔,4,컨벤션센터에 행사가 있어서 숙박했습니다. 훌륭한시설이였고 편하게 잘 쉬다갑니다. 체크아웃이 12시까지라 여유있었고 청결한 객실과 1층에 편의점이 있어서 정말 좋았습니다. 다음엔 휘크니스센터와 수영장도 이용해보고 싶네요. 재방문의사 100프로입니다.더보기,2020. 02. 01,141
701,스위스 그랜드 호텔,4,주변에 부대시설이 부족한거 빼고는 무난합니다.,2020. 01. 31,25
702,스위스 그랜드 호텔,5,깔끔하고 좋았어요,2020. 01. 30,9
703,스위스 그랜드 호텔,3,"시설이 오래되었더라구요.휘트니스나 사우나는 좋은거같아요. 기계도 새것, 사우나는 깨끗, 린스가 없는것이 흠인것같아요.방컨디션은 좋았습니다만 엄청 고급지진않았어요저녁 해피아우어는... 먹을게 없어요.. 차라리 치킨주는게 좋을듯하고..술은 그냥 마시는데로 마시고, 맥주가 생맥이었으나 괜찮았어요. 조식은 역시 아주 좋진않았어요. 그냥 저렴한 가격으로 이용하기 좋을듯요위치가 너무 멀어서 좀 별로이긴해도...더보기",2020. 01. 29,228
704,스위스 그랜드 호텔,5,호캉스하기 좋은곳,2020. 01. 29,9
705,스위스 그랜드 호텔,5,차가 없으면 불편하다고 생각되나 셔틀이 있어서 이동하기 편했습니다.객실의 크기가 커서 좋았습니다.,2020. 01. 29,54
706,스위스 그랜드 호텔,5,고급스럽고 깔끔하니 좋았어요,2020. 01. 28,15
707,스위스 그랜드 호텔,5,가격 대비 최고의 호텔,2020. 01. 26,12
708,스위스 그랜드 호텔,5,좋아요 담에또,2020. 01. 24,7
709,스위스 그랜드 호텔,5,최고입니다,2020. 01. 24,5
710,스위스 그랜드 호텔,5,깨끗하고 좋았어요,2020. 01. 23,9
711,스위스 그랜드 호텔,5,너무 좋았어요.굳굳!,2020. 01. 23,11
712,스위스 그랜드 호텔,5,너무 좋아요 ^^,2020. 01. 22,9
713,스위스 그랜드 호텔,4,가성비 좋아요,2020. 01. 22,7
714,스위스 그랜드 호텔,5,좋아요ㅎㅎ,2020. 01. 22,5
715,스위스 그랜드 호텔,2,기대이하 ㅠ,2020. 01. 22,6
716,스위스 그랜드 호텔,5,조아요조아요,2020. 01. 21,6
717,스위스 그랜드 호텔,5,여자친구와의 첫 생일 추억 잘 남기고 갑니다!,2020. 01. 21,25
718,스위스 그랜드 호텔,5,조용하고 음악소리가 좋아요,2020. 01. 20,14
719,스위스 그랜드 호텔,5,침대덕분에 정말 꿀잠,2020. 01. 20,11
720,스위스 그랜드 호텔,5,앤틱한 느낌이 많긴하디만 그래도 5성급이네요,2020. 01. 20,24
721,스위스 그랜드 호텔,5,호텔 룸이 넓고 깨끗하며 분위기도 좋았습니다. 특히 침구가 푹신해서 좋았어요저렴한 가격에 예약해서 좋았고 다음에 또 방문하고 싶네요 감사합니다,2020. 01. 19,79
722,스위스 그랜드 호텔,5,"처음 들어갈때 건물이 조금 낡은 것 같아서 걱정했는데, 룸 컨디션이 너무 좋고 또 수영장도 잘 관리되고 있어서 너무 편안하게 이용하고 갑니다~ 재방문 의사 있어요!",2020. 01. 19,91
723,스위스 그랜드 호텔,4,잘이용하고갑니다,2020. 01. 19,8
724,스위스 그랜드 호텔,4,편하게 잘 묵고갑니다. 침구가 엄청편해요,2020. 01. 19,22
725,스위스 그랜드 호텔,4,생각보다 좋았어요 근데 미니바라고있는데 물도 돈을받아요..ㅎ,2020. 01. 18,33
726,스위스 그랜드 호텔,5,가성비 정말 좋은 호텔입니다.,2020. 01. 18,16
727,스위스 그랜드 호텔,3,샤워부스 문이 덜컹거리고 수압 낮아서 문제제기한부분 조치를 해주셨지만 온수조절이 잘 안되어서 불편했네요. 방넓고 침구 편안해서 잘쉬었습니다.,2020. 01. 17,78
728,스위스 그랜드 호텔,5,객실이 참 깔끔하고 편합니다.,2020. 01. 17,16
729,스위스 그랜드 호텔,5,깔끔했어요,2020. 01. 15,5
730,스위스 그랜드 호텔,4,1층에 편의점있어서 다행이였어요,2020. 01. 15,17
731,스위스 그랜드 호텔,5,재미있게 놀다갑니다 다음에도 또 올게요~,2020. 01. 15,22
732,스위스 그랜드 호텔,5,잘 묵었습니다,2020. 01. 14,7
733,스위스 그랜드 호텔,5,커넥팅 객실일때는 욕조있어요 데스크직원들 친절도 완전 좋구 수영장 2회 갈 수 있어서 호텔에서만 있었어요,2020. 01. 14,58
734,스위스 그랜드 호텔,5,슈페리얼 등급방에서 머물렀는데 생각보다 되게 좋았어요 ㅎㅎ,2020. 01. 14,32
735,스위스 그랜드 호텔,5,라운지에서 편하게술먹고 편하게쉬다감니다,2020. 01. 13,21
736,스위스 그랜드 호텔,5,디럭스등급도 나쁘지않게 쉬다갈수있네요,2020. 01. 13,20
737,스위스 그랜드 호텔,5,편안하게쉬다감니다,2020. 01. 13,9
738,스위스 그랜드 호텔,5,침대가 완전 편함....,2020. 01. 12,13
739,스위스 그랜드 호텔,5,굿굿굿굿궁,2020. 01. 12,5
740,스위스 그랜드 호텔,5,외관은 좀 올드하지만 방은 깨끗하고 좋았습니다,2020. 01. 12,25
741,스위스 그랜드 호텔,5,이브날 너무 좋아서 다시 묵었습니다. 역시 좋습니다. 라운지도 이용했는데 너무 좋은 시간이었습니다. 자주 갈거에요,2020. 01. 12,63
742,스위스 그랜드 호텔,5,최고의 호텔입니다. 왜 5성급인지 알게됐음. 4성급과 급차이가 피부로 느껴질 정도. 일단 침대가 진짜 최고입니다. 시설부터 작은 비품까지도 고급스럽고 직원도 너무 친절함.,2020. 01. 12,95
743,스위스 그랜드 호텔,5,진짜 좋아요,2020. 01. 11,6
744,스위스 그랜드 호텔,4,좋은호텔답게 좋앗습니다,2020. 01. 11,12
745,스위스 그랜드 호텔,5,접근성은 떨어지지만 호텔이 좋네요 라운지는 별로지만 조식 맛있습니다,2020. 01. 11,37
746,스위스 그랜드 호텔,1,친일파 후손 호텔,2020. 01. 10,9
747,스위스 그랜드 호텔,5,아주 굿굿,2020. 01. 10,5
748,스위스 그랜드 호텔,5,룸 컨디션도 라운지도 가격대비 너무 좋아서 편히 푹 쉬고 만족스러운 1박하고 왔습니다.,2020. 01. 10,48
749,스위스 그랜드 호텔,5,좋은가격에 잘 쉬다가요,2020. 01. 09,12
750,스위스 그랜드 호텔,5,좋아요 정말,2020. 01. 09,6
751,스위스 그랜드 호텔,5,한적하니 좋아요,2020. 01. 09,8
752,스위스 그랜드 호텔,5,깔끔하고 실내와 친절한 프런트 훌륭한 시설까지 나무랄데 없었습니다. 이름 바뀌어도 또 갈것 같아요,2020. 01. 09,54
753,스위스 그랜드 호텔,5,화장실수압이약해서 살짝 불편햇던거말고는 만족하며 쉬고 왓습니다 객실도깨끗햇고 배달음식도 받을수잇고 친절하셔서 기분좋게 잘쉬고왓네요,2020. 01. 09,72
754,스위스 그랜드 호텔,5,아주좋은숙소,2020. 01. 08,6
755,스위스 그랜드 호텔,5,빈티지느낌에 수영장도 아주 좋았어요!!,2020. 01. 08,21
756,스위스 그랜드 호텔,4,마지막 그랜드 힐튼이어서 더 뜻깊었어요~,2020. 01. 08,22
757,스위스 그랜드 호텔,5,괜찮았어요 근데 서비스엉망 가운도 없고 서비스 물도 준비안되있고 참..,2020. 01. 08,39
758,스위스 그랜드 호텔,5,아주좋았습니다,2020. 01. 07,7
759,스위스 그랜드 호텔,4,좋았습니다~,2020. 01. 07,6
760,스위스 그랜드 호텔,3,괜찮았어요,2020. 01. 07,5
761,스위스 그랜드 호텔,3,!!!!!,2020. 01. 07,5
762,스위스 그랜드 호텔,5,룸이 크고 좋아요 어메니티는 별로.. 편의점도 있어서 편해요,2020. 01. 07,33
763,스위스 그랜드 호텔,5,객실은 나름 청결했어요 연말에 호캉스 잘 보내고갑니다~,2020. 01. 07,30
764,스위스 그랜드 호텔,5,연말 어수선함 준비 상태 아쉬웠지만 해피뉴이어,2020. 01. 07,25
765,스위스 그랜드 호텔,5,내부 인테리어 정말 훌륭 / 수영장 무료 이용 good / 전체적으로 품격있는 호텔,2020. 01. 06,46
766,스위스 그랜드 호텔,5,진짜 왜 5성급 인증인지 알 것 같은 호텔이였어요! 정말 잘 쉬다가 갑니다. 다음에 한번 더 갈 것 같아요~ 기회되서 싸게 예약했는데 정말 좋았어요^^~ 또 다시 가고싶은 곳! 후기가 다들 칭찬 밖에 없어서 믿고 갔지만 이유를 알 것 같았습니다:) 욕조가 ㄴ없던점이 조금 아쉽지만 그래도 너무 좋았어요~!~!,2020. 01. 06,172
767,스위스 그랜드 호텔,5,시설도 좋고 친절합니다,2020. 01. 06,12
768,스위스 그랜드 호텔,5,깨끗합니다,2020. 01. 06,5
769,스위스 그랜드 호텔,5,깨끗합니다,2020. 01. 06,5
770,스위스 그랜드 호텔,5,깨끗합니다 좋아요,2020. 01. 06,9
771,스위스 그랜드 호텔,5,완전 좋았어요~ 덕분에 많은 추억 쌓고 갑니다.,2020. 01. 06,26
772,스위스 그랜드 호텔,5,오래된 건물 치고 꽤 깔끔한 시설에 놀라왔어요 역시나 뷔페는 차갑고 신선도가 떨어지는 음식이 많아 실망스러웠고 얇은 내벽설계로 취약한 방음은 마이너스 포인트,2020. 01. 06,87
773,스위스 그랜드 호텔,3,"와이파이 유료, 방음이 잘 안됨",2020. 01. 06,17
774,스위스 그랜드 호텔,5,좋았습니다!,2020. 01. 06,6
775,스위스 그랜드 호텔,5,깨끗하고 좋습니다,2020. 01. 06,9
776,스위스 그랜드 호텔,5,좋아요ㅎㅎ,2020. 01. 06,5
777,스위스 그랜드 호텔,5,즐겁게 놀고 갑니다,2020. 01. 05,10
778,스위스 그랜드 호텔,5,고풍스러운 호텔 느낌이구요 침구류가 엄청 좋았어요. 수영장가는 동선과 안내가 잘 안되어있어서 조금 아쉽긴한데 투숙객은 무료로 이용할 수 있고 따뜻한 물에 천창으로 되어있어서 분위기는 좋습니다,2020. 01. 05,106
779,스위스 그랜드 호텔,4,그럭저럭 방은좋아요,2020. 01. 05,10
780,스위스 그랜드 호텔,5,물 수압이 낮은것빼고 좋습니다.,2020. 01. 05,17
781,스위스 그랜드 호텔,5,레스토랑에서 와인한잔하며 크리스마스를 아름답게 보냈습니다.,2020. 01. 05,32
782,스위스 그랜드 호텔,5,괜찮았어요~,2020. 01. 05,6
783,스위스 그랜드 호텔,2,칫솔을 안주고 사는곳은 처음 봤어요 거기다가 방음도 안되서 한번씩 쿵쿵 할때마다 놀랬어요 살짝 아쉽네요,2020. 01. 05,57
784,스위스 그랜드 호텔,5,좋았습니다,2020. 01. 05,5
785,스위스 그랜드 호텔,5,너무 고급스럽고 좋아요,2020. 01. 05,12
786,스위스 그랜드 호텔,5,방이 넓고 친절해서 좋았습니다다만 조식은 조금 부실해요,2020. 01. 05,30
787,스위스 그랜드 호텔,5,구냥최고.,2020. 01. 05,5
788,스위스 그랜드 호텔,5,편히쉬다가 갑니다,2020. 01. 05,9
789,스위스 그랜드 호텔,5,"객실 상태, 넓이, 교통부분까지 기대했던 것 이상으로 만족하였습니다. 특히나 새해 분위기 연출 및 시설 부분에서 만족입니다. 뷔페도 굿입니다^.^",2020. 01. 05,81
790,스위스 그랜드 호텔,5,깨끗한곳에서 편히 잘 쉬었다 왔네요~^^,2020. 01. 05,22
791,스위스 그랜드 호텔,5,좋앗습니다,2020. 01. 05,5
792,스위스 그랜드 호텔,4,생각보다 방이 넓고 쾌적했어요,2020. 01. 04,16
793,스위스 그랜드 호텔,5,역시 기대이상으로 좋아요,2020. 01. 04,13
794,스위스 그랜드 호텔,5,ㅇㅇㅇㅇㅇㅇ,2020. 01. 04,6
795,스위스 그랜드 호텔,5,만족합니다가격대기,2020. 01. 04,9
796,스위스 그랜드 호텔,5,침대가 짱 편하네요,2020. 01. 04,10
797,스위스 그랜드 호텔,5,재미있었어요,2020. 01. 03,6
798,스위스 그랜드 호텔,3,좋은 가격 좋은 서비스,2020. 01. 03,12
799,스위스 그랜드 호텔,5,생각보다 좋았어요^^,2020. 01. 03,11
800,스위스 그랜드 호텔,5,ㅇㅇㅇㅇㅇㅇ,2020. 01. 03,6
801,스위스 그랜드 호텔,5,오후 3시 이전에 조금이라도 빨리 체크인은 안됩니다. 주차공간은 여유롭습니다. 근처에 아파트단지 주변 피자 등 작은식당들 있어서 외식도 어렵진 않아요. 시설 깨끗하고 침대 푹신해요 기절함,2020. 01. 03,104
802,스위스 그랜드 호텔,5,건물이 오래 되었지만 편하게 쉬다가 갑니다!2020년 이름이 바꼈다고 들었는데 기대해 보겠습니다~,2020. 01. 02,54
803,스위스 그랜드 호텔,3,"수영장을 모자쓰고 화장지워야지 들어갈 수 있다는게 너무 안좋았어요 ,,, ㅠ 연인들끼리 가는덴데 좀 심했어요",2020. 01. 02,60
804,스위스 그랜드 호텔,2,"어메니티 작고 별로입니다, 치솔도 비치되어있지 않고, 비지니스 센터가 다녀본곳중 제일 비싸네요수영장 춥고 많이 낙후되어있습니다 전체적으로 서비스 보다 이윤만 많이 남기려고 하는 느낌이 듭니다",2020. 01. 02,106
805,스위스 그랜드 호텔,5,너무 좋았습니다 만족 만족이에요,2020. 01. 02,17
806,스위스 그랜드 호텔,5,건물은 오래됐지만 시설은 안그래요. 편안하고 조용해서 좋았어요,2020. 01. 02,34
807,스위스 그랜드 호텔,5,침대가 정말 푹신푹신해요. 5성급답네요.,2020. 01. 01,22
808,스위스 그랜드 호텔,4,만족 그럭저럭 좋아요! 일반객실 빈방없다고 업그레이드해주심,2020. 01. 01,32
809,스위스 그랜드 호텔,5,다 좋은데 위치가 좀 멀어서 아쉬웠어요,2020. 01. 01,21
810,스위스 그랜드 호텔,5,친절하구 깨끗해서 포근하게 잘잤어욤셔틀타고 홍대가서 맛있는거 먹고왔어욤그런데 그냥 사우나갔다가 호텔에서 음식 시켜먹을껄 약간 후회도 했어요 왜냐면 호텔룸이 너무 포근해서 아쉬웠거든요 ㅎㅎㅎㅎㅎ,2020. 01. 01,107
811,스위스 그랜드 호텔,5,사진보다 넓고 편안한 인테리어입니다. 행복한 연말 보내고 갑니다.,2020. 01. 01,36
812,스위스 그랜드 호텔,4,good.,2020. 01. 01,5
813,스위스 그랜드 호텔,5,분위기 좋고 만족합니다,2020. 01. 01,12
814,스위스 그랜드 호텔,5,깔끔했습니다,2020. 01. 01,6
815,스위스 그랜드 호텔,5,짱 좋은디요?,2020. 01. 01,7
816,스위스 그랜드 호텔,5,백련산 뷰가 좋고 프론트 직원들이 친절합니다,2020. 01. 01,24
817,스위스 그랜드 호텔,5,깨끗하고 시설 좋네요,2020. 01. 01,11
818,스위스 그랜드 호텔,5,주차장넓고 수영장좋고 친절함,2019. 12. 31,15
819,스위스 그랜드 호텔,5,고급지고조아요,2019. 12. 31,7
820,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2019. 12. 31,5
821,스위스 그랜드 호텔,5,홍제역에서 조금 떨어져 있는 위치라 걱정도 많이 했지만 시내를 편하게 갈 수 있는 셔틀버스가 마련 되어 있어서 너무 편리했습니다. 직원분들도 다들 너무 친절하시고 수영장도 무료로 이용하고 갈 수 있어 매우 만족하였습니다. 기회가 된다면 다음에 또 오고싶네요~,2019. 12. 31,144
822,스위스 그랜드 호텔,5,정말 두 말이 필요없음... 침대가 정말 편해요,2019. 12. 31,26
823,스위스 그랜드 호텔,5,힐튼이란 이름이 오늘로써 끝나네요..12월 생일 잘보내고 갑니다.더 멎진 호텔이 되길....,2019. 12. 31,51
824,스위스 그랜드 호텔,5,갤실 컨디션 좋고 수영장 가는길이 참 이뻤어요좋은 추억 남기고 가요,2019. 12. 31,37
825,스위스 그랜드 호텔,4,너무 편하게 있다가요 정말 푹 잤네요ㅎ,2019. 12. 30,21
826,스위스 그랜드 호텔,5,호텔 5성급이지만 조식은 비추,2019. 12. 30,16
827,스위스 그랜드 호텔,5,크리스마스 잘 보냈습니다,2019. 12. 30,13
828,스위스 그랜드 호텔,4,좋았습니다,2019. 12. 30,5
829,스위스 그랜드 호텔,5,교통은 조금 불편했지만 5성급 가성비 최고.객실도 넓고 청결상태도 최상급,2019. 12. 30,40
830,스위스 그랜드 호텔,5,너무 좋았습니다!,2019. 12. 30,9
831,스위스 그랜드 호텔,4,너무 멀어요ㅠㅠ,2019. 12. 30,8
832,스위스 그랜드 호텔,5,좋네용 ㅎㅎ 1층에 편의점도있고 괜찮아요!,2019. 12. 30,23
833,스위스 그랜드 호텔,5,만족합니다,2019. 12. 30,5
834,스위스 그랜드 호텔,5,수영장 물이 특히 좋았어요,2019. 12. 30,14
835,스위스 그랜드 호텔,4,접근성이 너무 떨어져서 계속 택시타고 다녔어요ㅠㅠ,2019. 12. 29,27
836,스위스 그랜드 호텔,5,괜찮았습니다,2019. 12. 29,6
837,스위스 그랜드 호텔,5,좋았습니다.,2019. 12. 29,6
838,스위스 그랜드 호텔,5,엄 청 좋 아 요 ㅋㅋㅋㅋ 백번도 갈듯,2019. 12. 28,21
839,스위스 그랜드 호텔,5,ㅡ푹 잘쉬고왓습니다,2019. 12. 28,10
840,스위스 그랜드 호텔,5,시설도 깨끗하고 재밌어용,2019. 12. 28,13
841,스위스 그랜드 호텔,5,넓고 좋습니다 호텔안에 편의점이 24시가 아니라 아쉬웠어요 위치도 애매하고 주변에 편의시설이부족해서흠입니다,2019. 12. 28,59
842,스위스 그랜드 호텔,5,친구 부부랑 같이 왔는데 좋다고 하네요.,2019. 12. 27,22
843,스위스 그랜드 호텔,5,크리스마스 트리 아직 있어서. 크리스마스 기분도 나고. 직원분들 친절하시고. 셔틀버스 있어서 편하고..방도 깨끗하고...잘 쉬고 있습니다,2019. 12. 27,76
844,스위스 그랜드 호텔,5,너무너무 만족하고 갑니다! 역시 믿고가는 5성급!,2019. 12. 27,27
845,스위스 그랜드 호텔,4,다른 건 다 좋은데 가구 밑 콘센트 같은 배치가 안좋았어요,2019. 12. 27,32
846,스위스 그랜드 호텔,5,너무 서비스가 좋았고 시설이 깔끔했습니다.,2019. 12. 26,23
847,스위스 그랜드 호텔,5,깨끗하고 조용하고 좋아요.단 복도에서 방들 내부 티비소리 대화하는 소리방안에서는 밖에 안들여요.,2019. 12. 26,53
848,스위스 그랜드 호텔,5,객실넓고깨끗합니다,2019. 12. 26,9
849,스위스 그랜드 호텔,5,호텔은 역시 네임밸류 무시못해요불만사항 한 가지도 없었습니다. 세브란스병원가기전에 숙박했는데 아침까지 잘쉬고왔어요~^^,2019. 12. 26,66
850,스위스 그랜드 호텔,5,좋습니다.,2019. 12. 26,5
851,스위스 그랜드 호텔,5,크고 좋았어요,2019. 12. 26,7
852,스위스 그랜드 호텔,5,침대가 너무 푹신푹신하고 좋았어요~,2019. 12. 26,19
853,스위스 그랜드 호텔,4,만족합니다,2019. 12. 26,5
854,스위스 그랜드 호텔,5,괜히 힐튼힐튼 거리는게 아닙니다. 깔끔은 물론 고급지고 세세한 부분까지 챙기면서 고객서비스도 우수합니다,2019. 12. 25,57
855,스위스 그랜드 호텔,5,넓고편안합니다,2019. 12. 25,7
856,스위스 그랜드 호텔,5,편안하게 쉬고 갑니다,2019. 12. 25,11
857,스위스 그랜드 호텔,5,저렴한 가격에 잘놀다 왔습니다,2019. 12. 25,16
858,스위스 그랜드 호텔,5,수영장시설도잘되있고 좋았어용ㅎㅎ,2019. 12. 24,17
859,스위스 그랜드 호텔,5,최고의 호텔,2019. 12. 24,6
860,스위스 그랜드 호텔,5,너무좋았어요~♡,2019. 12. 24,8
861,스위스 그랜드 호텔,5,너무 편안하게 잘 놀다 갑니다,2019. 12. 24,16
862,스위스 그랜드 호텔,5,깔끔했어요,2019. 12. 24,5
863,스위스 그랜드 호텔,5,정말 싼 가격에 크리스마스 기간에 머물 수 있었습니다.시설 내부도 너무 깨끗하고 직원분들도 너무 친절하셨습니다.침대가 정말 푹신하니 누워있을때 넘 행복했네요...이곳은 칫솔.치약은 따로 구매하셔야 되고로비에 CU가 있으니 거기서 주전부리 사시면 될 것 같습니다.정말 좋은 곳 싼 가격에 잘 즐기고갑니다~~~더보기,2019. 12. 24,174
864,스위스 그랜드 호텔,5,아늑하고 좋은시설,2019. 12. 24,9
865,스위스 그랜드 호텔,5,좋았습니다,2019. 12. 24,5
866,스위스 그랜드 호텔,5,좋아요~ 시설도 생각보다 괜차나요^^,2019. 12. 24,20
867,스위스 그랜드 호텔,2,위치가 생각보다 너무안좋음,2019. 12. 24,14
868,스위스 그랜드 호텔,3,간식 안먹었는데 비용 청구되어서...깜짝 놀랐어요,2019. 12. 24,27
869,스위스 그랜드 호텔,4,좋았어요.,2019. 12. 23,5
870,스위스 그랜드 호텔,5,만족핮니다.,2019. 12. 23,6
871,스위스 그랜드 호텔,5,접근성만 제외하면 좋습니다.,2019. 12. 23,15
872,스위스 그랜드 호텔,5,한번씩이벤트할때가격은감동이네요.호캉스즐기고싶을때 갈수있는곳이라 자주이용하려고합니다.직원분들은 항상친절하세요,2019. 12. 22,59
873,스위스 그랜드 호텔,5,너무너무 청결하고 고급스러워서 생각보다 더 만족스러웠고 좋았습니다 또 가고 싶네요,2019. 12. 22,45
874,스위스 그랜드 호텔,4,조아요 굿두숙,2019. 12. 22,7
875,스위스 그랜드 호텔,4,조아요 굯굿굿,2019. 12. 22,7
876,스위스 그랜드 호텔,5,힐튼 이름에 걸맞게 좋았습니다,2019. 12. 22,16
877,스위스 그랜드 호텔,5,룸 업그레이드 해주셔서 잘 쉬다 갑니다,2019. 12. 22,21
878,스위스 그랜드 호텔,5,진짜꼭가보셈,2019. 12. 22,6
879,스위스 그랜드 호텔,5,8만원에 와서 그런지 가격 대비 너무 좋았습니다,2019. 12. 21,26
880,스위스 그랜드 호텔,5,룸컨디션 좋습니다,2019. 12. 21,9
881,스위스 그랜드 호텔,5,5성급 호텔 맛을 봤습니다.,2019. 12. 21,15
